"","FIPS","ISO2","ISO3","UN","NAME","AREA","POP2005","REGION","SUBREGION","LON","LAT","GDESC","GVALUE","GYEAR"
"4","AM","AM","ARM",51,"Armenia",2820,3017661,142,145,44.563,40.534,"ACACIUS ",7,NA
"192","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861,"ACACIUS ",22,NA
"71","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11,"ACACIUS ",65,NA
"187","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," ACCA ",70,528
"80","HU","HU","HUN",348,"Hungary",9210,10086387,150,151,19.134,47.07," ADALBERT OF PRAGUE ",25,617
"711","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," ADALBERT OF PRAGUE ",65,617
"163","PL","PL","POL",616,"Poland",30629,38195558,150,151,19.401,52.125," ADALBERT OF PRAGUE ",17,617
"138",NA,"PS","PSE",275,"Palestine",0,3762005,142,145,35.278,32.037," ADOMNAN ",16,499
"206","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ADOMNAN ",302,499
"50","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ADOMNAN ",93,499
"2061","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ADRIAN OF CANTERBURY ",302,504
"501","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ADRIAN OF CANTERBURY ",93,504
"502","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," AGILBERT ",93,467
"2062","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AGILBERT ",302,467
"2063","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AGNES ",302,328
"2064","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AIDAN ",302,460
"503","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," AIDAN ",93,460
"2065","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AILBE ",302,437
"504","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," AILBE ",93,437
"2066","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AILRED OF RIEVAULX ",302,78
"64","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," ALACOQUE MARGARET MARY ",134,225
"2067","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALBAN ",302,308
"641","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," ALBAN ",134,308
"2068","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALBERIC ",302,53
"642","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," ALBERIC ",134,53
"712","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," ALBERT THE GREAT ",65,117
"713","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," ALBURGA ",65,564
"714","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," ALCMUND ",65,548
"2069","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALDHELM ",302,502
"505","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ALDHELM ",93,502
"20610","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALDWYN ALDWINE ",302,517
"506","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ALDWYN ALDWINE ",93,517
"174","RS","RU","RUS",643,"Russia",1638094,143953092,150,151,96.689,61.988," ALEXANDER NEVSKI ",13,111
"20611","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALEXIS OF ROME ",302,NA
"20612","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALFWOLD ",302,30
"20613","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALKELDA ",302,559
"20614","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALLEN ",302,NA
"507","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ALMOND JOHN ",93,195
"20615","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALMOND JOHN ",302,195
"508","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ALNOTH ",93,NA
"20616","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALNOTH ",302,NA
"20617","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALPHEGE ",302,15
"20618","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALPHEGE ",302,604
"20619","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ALPHONSUS LIGUORI ",302,246
"509","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ALPHONSUS LIGUORI ",93,246
"208","US","US","USA",840,"United States",915896,299846449,19,21,-98.606,39.622," ALPHONSUS LIGUORI ",4,246
"20620","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AMAND ",302,476
"20621","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AMBROSE ",302,354
"20622","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AMPHIBALUS ",302,NA
"20623","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ANASTASIUS ",302,442
"1871","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," ANASTASIUS OF CLUNY ",70,43
"73","GR","GR","GRC",300,"Greece",12890,11099737,150,39,21.766,39.666," ANDREW ",4,422
"85","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," ANDREW ",87,422
"643","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," ANDREW ",134,422
"20624","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ANDREW ",302,422
"55","ET","ET","ETH",231,"Ethiopia",100000,78985857,2,14,39.616,8.626," ANDREW ",7,422
"1741","RS","RU","RUS",643,"Russia",1638094,143953092,150,151,96.689,61.988," ANDREW ",13,422
"20625","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ANNE ",302,381
"23","CA","CA","CAN",124,"Canada",909351,32270507,19,21,-109.433,59.081," ANNE ",4,381
"20626","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ANSELM ",302,53
"5010","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ANSELM ",93,53
"44","DA","DK","DNK",208,"Denmark",4243,5416945,150,154,9.264,56.058," ANSKAR ",16,579
"190","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," ANSKAR ",26,579
"154","NO","NO","NOR",578,"Norway",30625,4638836,150,154,8.74,61.152," ANSKAR ",18,579
"715","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," ANSKAR ",65,579
"441","DA","DK","DNK",208,"Denmark",4243,5416945,150,154,9.264,56.058," ANTA ",16,NA
"1901","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," ANTA ",26,NA
"1541","NO","NO","NOR",578,"Norway",30625,4638836,150,154,8.74,61.152," ANTA ",18,NA
"716","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," ANTA ",65,NA
"113","MO","MA","MAR",504,"Morocco",44630,30494991,2,15,-5.758,32.706," ANTONY OF PADUA ",4,99
"644","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," ANTONY OF PADUA ",134,99
"851","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," ANTONY OF PADUA ",87,99
"165","PO","PT","PRT",620,"Portugal",9150,10528226,150,39,-8.058,40.309," ANTONY OF PADUA ",15,99
"20","BR","BR","BRA",76,"Brazil",845942,186830759,19,5,-53.089,-10.772," ANTONY OF PADUA ",5,99
"5011","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ANTONY OF PADUA ",93,99
"20627","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ARMEL ",302,403
"20628","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ARROWSMITH EDMUND ",302,206
"20629","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ATHANASIUS ",302,347
"20630","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AUGUSTINE OF CANTERBURY ",302,426
"1","AG","DZ","DZA",12,"Algeria",238174,32854159,2,15,2.632,28.163," AUGUSTINE OF HIPPO ",4,362
"20631","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AUGUSTINE OF HIPPO ",302,362
"1542","NO","NO","NOR",578,"Norway",30625,4638836,150,154,8.74,61.152," AUGUSTINE OF TRONDHEIM ",18,86
"20632","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," AUGUSTINE OF TRONDHEIM ",302,86
"20633","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BABYLAS ",302,308
"645","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BARAT MADELEINE SOPHIE ",134,267
"128","BE","BE","BEL",56,"Belgium",0,10398049,150,155,4.664,50.643," BARAT MADELEINE SOPHIE ",8,267
"56","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," BARAT MADELEINE SOPHIE ",24,267
"1921","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," BARAT MADELEINE SOPHIE ",22,267
"646","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BARBARA ",134,NA
"20634","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BARLOW AMBROSE ",302,210
"20635","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BARNABAS ",302,6
"82","IN","IN","IND",356,"India",297319,1134403141,142,34,78.5,21," BARTHOLOMEW ",8,6
"41","AM","AM","ARM",51,"Armenia",2820,3017661,142,145,44.563,40.534," BARTHOLOMEW ",7,6
"20636","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BARTHOLOMEW ",302,6
"1543","NO","NO","NOR",578,"Norway",30625,4638836,150,154,8.74,61.152," BARTHOLOMEW OF FARNE ",18,89
"20637","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BARTHOLOMEW OF FARNE ",302,89
"49","EG","EG","EGY",818,"Egypt",99545,72849793,2,15,29.872,26.494," BASIL THE GREAT ",26,348
"852","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BASIL THE GREAT ",87,348
"647","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BATHILD ",134,481
"20638","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BATHILD ",302,481
"648","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BAVO ",134,462
"649","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BAYLON PASCHAL ",134,183
"6410","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BEAN MO BIOC ",134,NA
"20639","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BEDE THE VENERABLE ",302,524
"20640","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BEGA ",302,402
"20641","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BELLARMINE ROBERT ",302,203
"6411","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BELLARMINE ROBERT ",134,203
"6412","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BENEDICT ",134,402
"20642","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BENEDICT BISCOP ",302,489
"20643","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BENEDICT OF ANIANE ",302,568
"853","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BENEDICT THE AFRICAN ",87,180
"1872","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," BENEDICT THE AFRICAN ",70,180
"5012","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BENIGNUS OF ARMAGH ",93,369
"5013","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BENIGNUS OF DIJON ",93,308
"6413","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BERNADETTE ",134,273
"20644","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BERNARD ",302,70
"5014","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BERNARD ",93,70
"854","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BERNARDINO OF SIENA ",87,147
"20645","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BERNARDINO OF SIENA ",302,147
"6414","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BERNO OF CLUNY ",134,597
"855","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BERNO OF CLUNY ",87,597
"20646","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BERNO OF CLUNY ",302,597
"6415","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BERTIN ",134,496
"856","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BERTONI CASPAR",87,261
"20647","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BETTELIN OF ILAM ",302,NA
"20648","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BIRINUS ",302,459
"20649","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BIRSTAN ",302,601
"42","AM","AM","ARM",51,"Armenia",2820,3017661,142,145,44.563,40.534," BLAISE ",7,NA
"5015","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BLANE ",93,413
"857","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BONAVENTURE ",87,115
"6416","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BONAVENTURE ",134,115
"717","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," BONAVENTURE ",65,115
"20650","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BONIFACE WINFRITH",302,538
"718","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," BONIFACE WINFRITH",65,538
"6417","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BONIFACE WINFRITH",134,538
"1873","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," BORGIA FRANCIS ",70,173
"1651","PO","PT","PRT",620,"Portugal",9150,10528226,150,39,-8.058,40.309," BORGIA FRANCIS ",15,173
"1631","PL","PL","POL",616,"Poland",30629,38195558,150,151,19.401,52.125," BORGIA FRANCIS ",17,173
"6418","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BORGIA FRANCIS ",134,173
"858","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BORROMEO CHARLES ",87,177
"1922","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," BORROMEO CHARLES ",22,177
"859","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BOSA ",87,500
"1923","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," BOSA ",22,500
"20651","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BOSTE JOHN",302,184
"20652","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BOTVID ",302,50
"1902","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," BOTVID ",26,50
"6419","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BOURGEOYS MARGUERITE ",134,228
"6420","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BRANNOC ",134,NA
"5016","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BREAGE ",93,NA
"20653","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BREGWINE ",302,541
"719","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," BREGWINE ",65,541
"5017","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BRENDAN OF BIRR ",93,412
"5018","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BRENDAN THE NAVIGATOR ",93,413
"20654","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BRIANT ALEXANDER",302,175
"20655","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BRIAVEL ",302,68
"8510","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BRICE ",87,367
"20656","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BRICE ",302,367
"1903","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," BRIDGET OF SWEDEN ",26,135
"1544","NO","NO","NOR",578,"Norway",30625,4638836,150,154,8.74,61.152," BRIDGET OF SWEDEN ",18,135
"1874","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," BRIDGET OF SWEDEN ",70,135
"8511","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," BRIDGET OF SWEDEN ",87,135
"52","EN","EE","EST",233,"Estonia",4239,1344312,150,154,25.793,58.674," BRIDGET OF SWEDEN ",1,135
"100","LG","LV","LVA",428,"Latvia",6205,2301793,150,154,25.641,56.858," BRIDGET OF SWEDEN ",2,135
"20657","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BRIDGET OF SWEDEN ",302,135
"6421","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BRIDGET OF SWEDEN ",134,135
"5019","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BRIGID OF IRELAND BRIDE OF IRELAND ",93,388
"20658","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BRIGID OF IRELAND BRIDE OF IRELAND ",302,388
"1652","PO","PT","PRT",620,"Portugal",9150,10528226,150,39,-8.058,40.309," BRIGID OF IRELAND BRIDE OF IRELAND ",15,388
"6422","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," BRIOC ",134,402
"491","EG","EG","EGY",818,"Egypt",99545,72849793,2,15,29.872,26.494," BRUNO ",26,51
"1381",NA,"PS","PSE",275,"Palestine",0,3762005,142,145,35.278,32.037," BRUNO ",16,51
"20659","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," BRUNO ",302,51
"5020","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BRYCHAN ",93,NA
"5021","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," BUDOC ",93,402
"7110","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," BURCHARD ",65,538
"7111","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," BURYAN ",65,NA
"29","CH","CN","CHN",156,"China",932743,1312978855,142,30,106.514,33.42," CABRINI FRANCES XAVIER ",12,288
"8512","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CABRINI FRANCES XAVIER ",87,288
"158","NU","NI","NIC",558,"Nicaragua",12140,5462539,19,13,-85.034,12.84," CABRINI FRANCES XAVIER ",1,288
"8513","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CAESARIUS OF ARLES ",87,397
"8514","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CAFASSO JOSEPH",87,264
"8515","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CALASANZ JOSEPH ",87,214
"1875","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," CALASANZ JOSEPH ",70,214
"801","HU","HU","HUN",348,"Hungary",9210,10086387,150,151,19.134,47.07," CAMILLUS OF LELLIS ",25,197
"79","HR","HR","HRV",191,"Croatia",5592,455149,150,39,16.693,45.723," CAMILLUS OF LELLIS ",1,197
"20660","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CAMPION EDMUND ",302,563
"5022","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CAMPION EDMUND ",93,563
"5023","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CANICE ",93,423
"561","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," CANISIUS PETER ",24,186
"20661","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CANUTE ",302,44
"442","DA","DK","DNK",208,"Denmark",4243,5416945,150,154,9.264,56.058," CANUTE ",16,44
"1545","NO","NO","NOR",578,"Norway",30625,4638836,150,154,8.74,61.152," CANUTE ",18,44
"443","DA","DK","DNK",208,"Denmark",4243,5416945,150,154,9.264,56.058," CANUTE LAVARD ",16,61
"562","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," CAPITANIO BARTOLOMAEA ",24,253
"8516","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CARACCIOLO FRANCIS ",87,192
"1876","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," CARACCIOLO FRANCIS ",70,192
"1632","PL","PL","POL",616,"Poland",30629,38195558,150,151,19.401,52.125," CASIMIR ",17,156
"102","LH","LT","LTU",440,"Lithuania",6268,3425077,150,154,23.897,55.336," CASIMIR ",5,156
"170","RO","RO","ROU",642,"Romania",22987,21627557,150,151,24.969,45.844," CASSIAN JOHN ",1,364
"492","EG","EG","EGY",818,"Egypt",99545,72849793,2,15,29.872,26.494," CASSIAN JOHN ",26,364
"8517","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CASSIAN JOHN ",87,364
"8518","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CATALD ",87,559
"20662","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CATHERINE OF ALEXANDRIA ",302,342
"6423","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," CATHERINE OF ALEXANDRIA ",134,342
"7112","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," CATHERINE OF ALEXANDRIA ",65,342
"1904","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," CATHERINE OF SWEDEN ",26,138
"8519","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7,"VIGRI OF BOLOGNA",87,443
"1877","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," CECILIUS ",70,NA
"6424","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," CECILIUS ",134,NA
"35","CD","TD","TCD",148,"Chad",125920,10145609,2,17,18.665,15.361," CEDD ",3,471
"5024","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CELSUS ",93,59
"5025","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CHAD CEADDA ",93,475
"20663","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CHAD CEADDA ",302,475
"351","CD","TD","TCD",148,"Chad",125920,10145609,2,17,18.665,15.361," CHAD CEADDA ",3,475
"6425","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," CHANEL PETER ",134,256
"60","FJ","FJ","FJI",242,"Fiji",1827,828046,9,54,177.974,-17.819," CHANEL PETER ",1,256
"159","NZ","NZ","NZL",554,"New Zealand",26799,4097112,9,53,172.235,-42.634," CHANEL PETER ",1,256
"8","AS","AU","AUS",36,"Australia",768230,20310208,9,53,136.189,-24.973," CHANEL PETER ",4,256
"563","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," CHANTAL JANE FRANCES DE ",24,210
"564","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," CHATTAN CATHAN OF KINGARTH ",24,402
"5026","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CHRISTIAN ",93,85
"7113","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," CHRISTOPHER ",65,308
"8520","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CHRISTOPHER ",87,308
"8521","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CHRODEGANG OF METZ ",87,542
"7114","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," CHRODEGANG OF METZ ",65,542
"20664","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CHRODEGANG OF METZ ",302,542
"5027","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CIARAN OF CLONMACNOISE ",93,400
"1878","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," CLARE ",70,107
"6426","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," CLARE ",134,107
"20665","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CLARE ",302,107
"1879","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," CLARET ANTONY ",70,271
"40","CU","CU","CUB",192,"Cuba",10982,11259905,19,29,-77.781,21.297," CLARET ANTONY ",2,271
"37","CO","CO","COL",170,"Colombia",103870,4494579,19,5,-73.076,3.9," CLAVER PETER ",2,217
"5","AO","AO","AGO",24,"Angola",124670,16095214,2,17,17.544,-12.296," CLAVER PETER ",1,217
"2081","US","US","USA",840,"United States",915896,299846449,19,21,-98.606,39.622," CLAVER PETER ",4,217
"20666","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CLEMENT ",302,8
"20667","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CLETHER ",302,402
"20668","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CLITHEROW MARGARET ",302,178
"6427","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," COLETTE ",134,148
"6428","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," COLLEN ",134,NA
"6429","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," COLMAN ",134,NA
"6430","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," COLMAN OF CLOYNE ",134,427
"5028","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," COLMAN OF DROMORE ",93,NA
"20669","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," COLMAN OF LINDISFARNE ",302,477
"5029","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," COLMAN OF LINDISFARNE ",93,477
"6431","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," COLOMBIERE ",134,224
"6432","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," COLUMBA ",134,NA
"5030","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177,"CILLE OF IONA ",93,608
